Agemos,Male_L,Male_M,Male_S,Female_L,Female_M,Female_S
82,-3.328664004,15.47361461,0.090125038,-2.992883524,15.39201507,0.102848469
82.5,-3.328725277,15.48086704,0.090521875,-2.979609448,15.40373754,0.103341788
83,-3.327797729,15.48862085,0.090922518,-2.966270221,15.41595286,0.103836964
83.5,-3.32687018,15.49637465,0.091323162,-2.952930993,15.42816819,0.104332139
84,-3.325029538,15.50462201,0.091727234,-2.939558793,15.44086682,0.104828714
84.5,-3.323188896,15.51286936,0.092131305,-2.926186592,15.45356545,0.105325289
85,-3.320507956,15.5216025,0.092538425,-2.91281095,15.46673791,0.105822818
85.5,-3.317827016,15.53033563,0.092945544,-2.899435307,15.47991037,0.106320346
86,-3.314375444,15.53954685,0.093355331,-2.886083259,15.49354728,0.106818393
86.5,-3.310923871,15.54875807,0.093765118,-2.872731211,15.50718419,0.10731644
87,-3.306768072,15.55843975,0.094177194,-2.859427447,15.52127624,0.107814581
87.5,-3.302612272,15.56812143,0.09458927,-2.846123683,15.53536829,0.108312721
88,-3.297815317,15.57826604,0.095003258,-2.832890694,15.54990628,0.108810542
88.5,-3.293018361,15.58841065,0.095417247,-2.819657704,15.56444426,0.109308364
89,-3.287639587,15.59901083,0.095832774,-2.806515925,15.57941903,0.109805463
89.5,-3.282260813,15.60961101,0.096248301,-2.793374145,15.5943938,0.110302563
90,-3.276357711,15.62065918,0.096664997,-2.780342096,15.6097963,0.11079855
90.5,-3.270454609,15.63170735,0.097081694,-2.767310047,15.6251988,0.111294537
91,-3.264079113,15.64319649,0.097499196,-2.754404472,15.64102003,0.111789032
91.5,-3.257703616,15.65468563,0.097916698,-2.741498897,15.65684126,0.112283526
92,-3.250905915,15.66660851,0.098334645,-2.728734896,15.6730723,0.11277616
92.5,-3.244108214,15.67853139,0.098752593,-2.715970894,15.68930333,0.113268793
93,-3.236934964,15.69088095,0.099170634,-2.703362046,15.70593532,0.113759208
93.5,-3.229761713,15.70323052,0.099588675,-2.690753197,15.7225673,0.114249622
94,-3.2222565,15.71599982,0.100006463,-2.678311672,15.73959143,0.114737471
